caseid,weight,REGNRACE,SEXAGEWT,ADJWT,MSUEWT,STATEWT,EADJWT,EMSUEWT,ESTATEWT,CC1,CC2,CC3,CC4,CC5,CC6,A1,PO1,PO2,vote,vote1,vote1a,vote3,vote3a,vote4,vote4a,perception_a,perception_b,perception_c,vote5,vote5a,vote5b,vote5c,bever_vote6a,bever_vote6b,bever_vote6c,bever_vote6d,bever_vote6e,bever_vote6f,bever_vote6g,D10,D11,D12,P4a,caseapproval1,requity_a,requity_b,requity_c,requity_d,requity_e,requity1,UN1,UN2,UN3,demo_county,demo_Detroit,cellular2,NEAL1,NEAL2,NEAL3,Q4a,Q4b,Q4c,Q4d,mcan0,mcan1,mcan2,mcan_treatment,mcan3a,mcan4a,mcan3b,mcan4b,mcancovid,inputstate,region,CD1,CD2,CD3,CD5a,CD4_1,CD4_2,CD4_3,CD4_4,CD4_5,CD4_6,CD6,CD6_t,CD7,partyid,ideology,CD8,CD8_t,CD10,CD11,CD15,CD15_t,inc,X1,X1_t,child18,presvote16post,presvote20post,inputzip,votereg,newsint,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1948009649,2.051724749,1.070359424,.7554641936512499,.7554641936512499,0.753525489,0.763303346,0.965316748,0.959734151,1.040414735,About the same,About the same,Good,Go down,About the same,Neither good nor bad/Stay the same,nothing,Good,Good,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Somewhat liberal,Somewhat liberal,Moderate but closer to the conservative side,Support,not asked,Legal only under certain circumstances,Pro-choice,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Some of the time,Some of the time,Some of the time, ,Disapprove,I don’t know,"Yes, treated less fairly",I don’t know,"Yes, treated less fairly","Yes, treated less fairly", ,not asked,Yes,No,Macomb County,not asked,clinton township,Yes,not asked,not asked,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,No,Somewhat important,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1947,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",not selected,selected,not selected,not selected,not selected,not selected,skipped,__NA__,Democrat,Strong Democrat,Somewhat liberal,Widowed,__NA__,2,0,Retired,__NA__,"$60,000 to $69,999","Small city or town, village",__NA__,No,Hillary Clinton,Joe Biden,48038,Yes,Most of the time,Never,No,Very important,Several times a day,7-Sep-22,7-Sep-22
1947583521,0.39704096,0.603526367,0.425971454,0.425971454,0.424878308,0.438272308,0.369463685,0.367327012,0.325356812,Worse off,Worse off,Poor,Go up,Worse than,Bad times,price hikes,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Don’t know,Oppose,not asked,Illegal in all circumstances,I don’t know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Almost never,Almost never,Some of the time,quit spendng money,Approve,I don’t know,I don’t know,I don’t know,I don’t know,I don’t know, ,not asked,Yes,not asked,Clare County,not asked,lincoln,No,No,No,Disagree,Disagree,Disagree,Disagree,No,Somewhat important,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1952,Some post graduate,"No, not of Hispanic/Latinx/Spanish origin",not selected,not selected,not selected,not selected,selected,not selected,"Catholic; Roman Catholic, Orthodox",__NA__,Independent,Lean Republican,Somewhat conservative,Widowed,__NA__,1,0,Retired,__NA__,"$20,000 to $29,999",Rural community,__NA__,No,Donald Trump,Donald Trump,48622,Yes,Some of the time,Seldom,No,Somewhat important,A few times a week,7-Sep-22,7-Sep-22
1948693827,1.008961539,0.624007704,0.494083375,0.494083375,0.492815437,0.499210282,0.631329666,0.627678575,0.680444723,Worse off,Worse off,Not so good,Go up,Worse than,Bad times,inflation/ government spending,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Moderate but closer to the conservative side,I don’t know,Oppose,Legal only under certain circumstances,Pro-life,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Almost never,Almost never,Some of the time,lower taxes,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",I'm not,not asked,Yes,No,Wayne County,No,Huron township,No,No,No,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,No,Very unimportant,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1957,High school graduate or GED holder,"Yes, Hispanic/Latinx/Spanish origin",not selected,not selected,not selected,not selected,not selected,selected,Other,buddhist,"Another party, third party, etc",Lean Republican,Very conservative,Married or Remarried,__NA__,6,1,Retired,__NA__,"$30,000 to $39,999",Rural community,__NA__,No,Donald Trump,Donald Trump,48117,Yes,Most of the time,Never,No,Not at all important,Seldom,7-Sep-22,7-Sep-22
1948051387,0.840908847,0.933840689,0.97963056,0.97963056,0.97711659,1.007919526,0.849676458,0.844762629,0.748241395,About the same,Worse off,Just fair,Stay about the same,Worse than,Neither good nor bad/Stay the same,Brain drain,Fair,Good,Somewhat likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Moderate but closer to the liberal side,Somewhat conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Some of the time,Some of the time,Some of the time,They should destroy the power of unions..,Disapprove,I don’t know,"No, not treated less fairly",I don’t know,"No, not treated less fairly",I don’t know, ,not asked,No,No,Isabella County,not asked,Mt PLEASANT,No,No,No,Agree,Strongly disagree,Agree,Neither agree nor disagree,No,Somewhat important,Somewhat agree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1976,College graduate (four years),"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Neither,In the middle,Married or Remarried,__NA__,2,0,Homemaker,__NA__,"$100,000 to $149,999","Small city or town, village",__NA__,No,Did not vote for President,Did not vote for President,48858,No,Some of the time,Once or twice a month,No,Somewhat important,Once a day,7-Sep-22,8-Sep-22
1948117941,0.960779009,1.157761737,1.616209453,1.616209453,1.612061867,1.632980217,1.111575843,1.105147404,1.198052234,Worse off,About the same,Good,Go up,Worse than,Neither good nor bad/Stay the same,inflation,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Very conservative,I don’t know,Oppose,Legal only under certain circumstances,Pro-life,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Almost never,Almost never,Some of the time,economy,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",i am not,No,No,No,Wayne County,No,northville,Yes,not asked,not asked,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Yes,Very important,Somewhat disagree,Treatment Group 2 (mcan3/4b),not asked,not asked,17,Very likely,Not at all,Michigan,Midwest,Male,1966,College graduate (four years),"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Catholic; Roman Catholic, Orthodox",__NA__,Republican,Strong Republican,Very conservative,Separated,__NA__,3,1,Work full-time,__NA__,"$100,000 to $149,999",A suburb,__NA__,Yes,Donald Trump,Donald Trump,48168,Yes,Hardly at all,Seldom,No,Not at all important,Seldom,7-Sep-22,7-Sep-22
1948859423,0.76776859,1.157761737,0.602516142,0.602516142,0.600969939,0.608768212,0.434720759,0.432206692,0.468540388,Better off,Better off,Excellent,Go down,Better than,Good times,Climate Change,Excellent,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Moderate but closer to the liberal side,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Nearly always or most of the time,Nearly always or most of the time,Nearly always or most of the time,Health Care,Disapprove,"No, not treated less fairly","No, not treated less fairly",I don’t know,"Yes, treated less fairly",I don’t know,White privilege,not asked,Yes,Yes,Genesee County,not asked,Flushing,Yes,not asked,not asked,Disagree,Disagree,Disagree,Neither agree nor disagree,No,Very important,Somewhat agree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1943,Graduate degree,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Catholic; Roman Catholic, Orthodox",__NA__,Independent,Lean Democrat,In the middle,Married or Remarried,__NA__,2,0,Retired,__NA__,"$90,000 to $99,999","Small city or town, village",__NA__,No,Hillary Clinton,Joe Biden,48433,Yes,Most of the time,Once a week,No,Very important,Several times a day,7-Sep-22,7-Sep-22
1948857023,0.83801442,1.157761737,0.812628905,0.812628905,0.810543502,0.821061232,0.558899503,0.555667289,.6023797675558979,Better off,About the same,Good,Stay about the same,About the same,Neither good nor bad/Stay the same,An authoritarian government,Excellent,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Somewhat liberal,Somewhat liberal,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Some of the time,Some of the time,Nearly always or most of the time,Get our roads fixed,Disapprove,I don’t know,I don’t know,I don’t know,I don’t know,I don’t know, ,not asked,Yes,No,Wayne County,No,Van Buren,Yes,not asked,not asked,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,No,Very important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1953,Some post graduate,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Catholic; Roman Catholic, Orthodox",__NA__,Democrat,Strong Democrat,Somewhat liberal,Widowed,__NA__,2,0,Retired,__NA__,"$30,000 to $39,999",A suburb,__NA__,No,Hillary Clinton,Joe Biden,48111,Yes,Most of the time,Seldom,No,Not at all important,Seldom,7-Sep-22,7-Sep-22
1947838153,1.050337159,0.933840689,0.739406191,0.739406191,0.737508695,0.760758155,1.19148572,1.184595148,1.049245191,About the same,Better off,Poor,Go up,Better than,Neither good nor bad/Stay the same, ,Poor,Fair,Very unlikely,I don't know,I don't know,I don’t know,I don’t know,I don’t know,I don’t know,Don’t know,Don’t know,Don’t know,I don’t know,I don’t know,Legal only under certain circumstances,Pro-life,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Almost never,Almost never,Almost never, ,I don’t know,I don’t know,I don’t know,I don’t know,I don’t know,I don’t know, ,not asked,No,not asked,Saginaw County,not asked,Merrill,Yes,not asked,not asked,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,Very important,Somewhat agree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1960,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,"Another party, third party, etc",Neither,Don't know,Divorced,__NA__,1,0,Retired,__NA__,"Less than $10,000",Rural community,__NA__,No,Did not vote for President,Did not vote for President,48637,Don't know,Hardly at all,Never,No,Not at all important,Never,7-Sep-22,7-Sep-22
1948876751,1.107603818,0.933840689,0.97963056,0.97963056,0.97711659,1.007919526,0.961488041,0.955927586,0.846704821,About the same,Worse off,Not so good,Go down,About the same,Bad times,Lack of jobs.,Excellent,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Moderate but closer to the liberal side,Very conservative,Support,not asked,Legal only under certain circumstances,Pro-choice,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Some of the time,Some of the time,Seldom,Infrastructure.,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","No, not treated less fairly","Yes, treated less fairly","As a white male, I don't encounter racial, gender-based or ethnic discrimination.",No,No,No,Arenac County,not asked,Sterling,No,No,No,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1976,1st year college,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Democrat,Very liberal,"Single, never been married",__NA__,3,0,"Unemployed, laid off, or looking for work",__NA__,"Less than $10,000",Rural community,__NA__,No,Hillary Clinton,Joe Biden,48659,Yes,Most of the time,Never,No,Somewhat important,Several times a day,7-Sep-22,7-Sep-22
1948876817,1.068914703,0.948571804,0.995084,0.995084,0.992530372,0.961185159,1.422684337,1.414456702,1.236499085,About the same,About the same,Just fair,Go down,About the same,Neither good nor bad/Stay the same,Not sure,Good,Good,Somewhat likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the conservative side,Moderate but closer to the conservative side,Don’t know,Support,not asked,Legal under any circumstances,Pro-choice,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Seldom,Seldom,Seldom,Abortion,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","No, not treated less fairly",I don’t know,"Not much, I'm white",No,No,No,Muskegon County,not asked,Egelston,Yes,not asked,not asked,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Yes,Somewhat important,Somewhat agree,Treatment Group 1 (mcan3/4a),8,Very likely,not asked,not asked,Not at all,Michigan,Midwest,Male,1975,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Democrat,Not a very strong Democrat,In the middle,Member of an unmarried couple,__NA__,2,3,"Unemployed, laid off, or looking for work",__NA__,"$100,000 to $149,999",A suburb,__NA__,Yes,Hillary Clinton,Joe Biden,49442,Yes,Only now and then,Never,No,Not at all important,Never,7-Sep-22,7-Sep-22
1948713487,0.991662559,0.933840689,1.014221442,1.014221442,1.011618703,1.043509295,0.995438308,0.989681513,0.876602078,Better off,Better off,Good,Stay about the same,About the same,Neither good nor bad/Stay the same,Not sure?,Excellent,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Somewhat liberal,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Some of the time,Some of the time,Some of the time,Women’s rights,Disapprove,"Yes, treated less fairly","No, not treated less fairly",I don’t know,"No, not treated less fairly","No, not treated less fairly",Generally trusted more probably.,not asked,Yes,No,Shiawassee County,not asked,Caledonia Twp,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Somewhat unimportant,Somewhat agree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1983,Technical/junior college graduate,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Democrat,Strong Democrat,Very liberal,Married or Remarried,__NA__,3,0,Homemaker,__NA__,"$100,000 to $149,999","Small city or town, village",__NA__,No,Hillary Clinton,Joe Biden,48867,Yes,Hardly at all,Never,No,Not at all important,Once a day,7-Sep-22,7-Sep-22
